codigo,descripcion,campo
N061,Proteinuria aislada con lesion morfologica especificada lesiones glomerulares focales y segmentarias
N062,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis membranosa difusa
N063,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis proliferativa mesangial difusa
N064,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis proliferativa endocapilar difusa
N065,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis mesangiocapilar difusa
N066,Proteinuria aislada con lesion morfologica especificada: enfermedad por depositos densos
N067,Proteinuria aislada con lesion morfologica especificada: glomerulonefritis difusa en media luna
N068,Proteinuria aislada con lesion morfologica especificada: otras
N069,Proteinuria aislada con lesion morfologica especificada: no especificada
N07,Nefropatia hereditaria no clasificada en otra parte
N070,Nefropatia hereditaria, no clasificada en otra parte: anomalia glomerular minima
N071,Nefropatia hereditaria, no clasificada en otra parte: lesiones glomerulares focales y segmentarias
N072,Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis membranosa difusa
N073,Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis proliferativa mesangial difusa
N074,Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis proliferativa endocapilar difusa
N075,Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis mesangiocapilar difusa
N076,Nefropatia hereditaria, no clasificada en otra parte: enfermedad por depositos densos
N077,Nefropatia hereditaria, no clasificada en otra parte: glomerulonefritis difusa en media luna
N078,Nefropatia hereditaria, no clasificada en otra parte: otras
N079,Nefropatia hereditaria, no clasificada en otra parte: no especificada
N08,Trastornos glomerulares en enfermedades clasificadas otra parte
N080,Trastornos glomerulares en enfermedades infecciosas y parasitarias clasificadas en otra parte
N081,Trastornos glomerulares en enfermedades neoplasicas
N082,Trastornos glomerulares en enfermedades de la sangre y otros trastornos que afectan al mecanismo inmunitario
N083,Trastornos glomerulares en diabetes mellitus (e10
N084,Trastornos glomerulares en otras enfermedades endocrinas, nutricionales y metabolicas
N085,Trastornos glomerulares en trastornos sistemicos del tejido conjuntivo
N088,Trastornos glomerulares en otras enfermedades clasificadas en otra parte
N10,Nefritis tubulointersticial aguda
N11,Nefritis tubulointersticial cronica
N110,Pielonefritis cronica no obstructiva asociada con reflujo
N111,Pielonefritis cronica obstructiva
N118,Otras nefritis tubulointersticiales cronicas
N119,Nefritis tubulointersticial cronica, sin otra especificacion
N12,Nefritis tubulointerst no especificada como aguda o cronica
N13,Uropatia obstructiva y por reflujo
N130,Hidronefrosis con obstruccion de la union uretero
N131,Hidronefrosis con estrechez ureteral, no clasificada en otra parte
N132,Hidronefrosis con obstruccion por calculos del riñon y del ureter
N133,Otras hidronefrosis y las no especificadas
N134,Hidroureter
N135,Torsion y estrechez del ureter sin hidronefrosis
N136,Pionefrosis
N137,Uropatia asociada con reflujo vesicoureteral
N138,Otras uropatias obstructivas por reflujo
N139,Uropatia obstructiva por reflujo, sin otra especificacion
N14,Afecciones tubulares y tubulointersticiales inducidas por drogas y por metales pesados
N140,Nefropatia inducida por analgesicos
N141,Nefropatia inducida por otras drogas, medicamentos y sustancias biologicas
N142,Nefropatia inducida por drogas, medicamentos y sustancias biologicas no especificadas
N143,Nefropatia inducida por metales pesados
N144,Nefropatia toxica, no especificada en otra parte
N15,Otras enfermedades renales tubulointersticiales
N150,Nefropatia de los balcanes
N151,Absceso renal y perirrenal
N158,Otras enfermedades renales tubulointersticiales especificadas
N159,Enfermedad renal tubulointersticial, no especificada
N16,Trastornos renales tubulointersticiales en enfermedades clasificadas en otra parte
N160,Trastornos renales tubulointersticiales en enfermedades infecciosas y parasitarias clasificadas en otra patrte
N161,Trastornos renales tubulointersticiales en enfermedades neoplasicas
N162,Trastornos renales tubulointersticiales en enfermedades de la sangre y en trastornos que afectan el mecanismo inmunitario
N163,Trastornos renales tubulointersticiales en enfermedades metabolicas
N164,Trastornos renales tubulointersticiales en enfermedades del tejido conjuntivo
N165,Trastornos renales tubulointersticiales en rechazo de trasplante (t86.
N168,Trastornos renales tubulointersticiales en otras enfermedades clasificadas en otra parte
N17,Insuficiencia renal aguda
N170,Insuficiencia renal aguda con necrosis tubular
N171,Insuficiencia renal aguda con necrosis cortical aguda
N172,Insuficiencia renal aguda con necrosis medular
N178,Otras insuficiencias renales agudas
N179,Insuficiencia renal aguda, no especificada
N18,Insuficiencia renal cronica
N180,Insuficiencia renal terminal
N188,Otras insuficiencias renales cronicas
N189,Insuficiencia renal cronica, no especificada
N19,Insuficiencia renal no especificada
N20,Calculo del rinon y del ureter
N200,Calculo del riñon
N201,Calculo del ureter
N202,Calculo del riñon con calculo del ureter
N209,Calculo urinario, no especificado
N21,Calculo de las vias urinarias inferiores
N210,Calculo en la vejiga
N211,Calculo en la uretra
N218,Otros calculos de las vias urinarias inferiores
N219,Calculo de las vias urinarias inferiores, no especificado
N22,Calculo de las vias urinarias en enfermedades clasificadas otra parte
N220,Litiasis urinaria en esquistosomiasis [bilharziasis] (b65.
N228,Calculo de las vias urinarias en otras enfermedades clasificadas en otra parte
N23,Colico renal no especificado
N25,Trastornos resultantes de la funcion tubular renal alterada
N250,Osteodistrofia renal
N251,Diabetes insipida nefrogena
N258,Otros trastornos resultantes de la funcion tubular renal alterada
N259,Trastorno no especificado, resultante de la funcion tubular renal alterada
N26,Rinon contraido no especificado
N27,Rinon pequeno de causa desconocida
N270,Riñon pequeño, unilateral
N271,Riñon pequeño, bilateral
N279,Riñon pequeño, no especificado
N28,Otros trastornos del rinon y del ureter no clasificadas en otra parte
N280,Isquemia e infarto del riñon
N281,Quiste de riñon, adquirido
N288,Otros trastornos especificados del riñon y del ureter
N289,Trastorno del riñon y del ureter, no especificado
N29,Otros trastornos del rinon y del ureter en enfermedades clasificadas en otra parte
N290,Sifilis renal tardia (a52.7)
N291,Otros trastornos del riñon y del ureter en enfermedades infecciosas y parasitarias clasificadas en otra parte
N298,Otros trastornos del riñon y del ureter en otras enfermedades clasificadas en otra parte
N30,Cistitis
N300,Cistitis agudas
N301,Cistitis intersticial (cronica)
N302,Otras cistitis cronicas
N303,Trigonitis
N304,Cistitis por irradiacion
N308,Otras cistitis
N309,Cistitis, no especificada
N31,Disfuncion neuromuscular de vejiga no clasificada en otra parte
N310,Vejiga neuropatica no inhibida, no clasificada en otra parte
N311,Vejiga neuropatica refleja, no clasificada en otra parte
N312,Vejiga neuropatica flacida, no clasificada en otra parte
N318,Otras disfunciones neuromusculares de la vejiga
N319,Disfuncion neuromuscular de la vejiga, no especificada
N32,Otros trastornos de la vejiga
N320,Obstruccion de cuello de la vejiga
N321,Fistula vesicointestinal
N322,Fistula de la vejiga, no clasificada en otra parte
N323,Diverticulo de la vejiga
N324,Ruptura de la vejiga, no traumatica
N328,Otros trastornos especificados de la vejiga
N329,Trastorno de la vejiga, no especificado
N33,Trastornos vejiga en enfermedades clasificadas en otra parte
N330,Cistitis tuberculosa (a18.1)
N338,Trastornos de la vejiga en otras enfermedades clasificadas en otra parte
N34,Uretritis y sindrome uretral
N340,Absceso uretral
N341,Uretritis no especificada
N342,Otras uretritis
N343,Sindrome uretral, no especificado
N35,Estrechez uretral
N350,Estrechez uretral postraumatica
N351,Estrechez uretral postinfeccion, no clasificada en otra parte
N358,Otras estrecheces uretrales
N359,Estrechez uretral, no especificada
N36,Otros trastornos de la uretra
N360,Fistula de la uretra
N361,Diverticulo de la uretra
N362,Caruncula uretral
N363,Prolapso de la mucosa uretral
N368,Otros trastornos especificados de la uretra
N369,Trastorno de la uretra, no especificado
N37,Trastornos uretra en enfermedades clasificadas en otra parte
N370,Uretritis en enfermedades clasificadas en otra parte
N378,Otros trastornos uretrales en enfermedades clasificadas en otra parte
N39,Otros trastornos del sistema urinario
N390,Infeccion de vias urinarias, sitio no especificado
N391,Proteinuria persistente, no especificada
N392,Proteinuria ortostatica, no especificada
N393,Incontinencia urinaria por tension
N394,Otras incontinencias urinarias especificadas
N398,Otros trastornos especificados del sistema urinario
N399,Trastorno del sistema urinario, no especificado
N40,Hiperplasia de la prostata
N41,Enfermedades inflamatorias de la prostata
N410,Prostatitis aguda
N411,Prostatitis cronica
N412,Absceso de la prostata
N413,Prostatocistitis
N418,Otras enfermedades inflamatorias de la prostata
N419,Enfermedad inflamatoria de la prostata, no especificada
N42,Otros trastornos de la prostata
N420,Calculo de la prostata
N421,Congestion y hemorragia de la prostata
N422,Atrofia de la prostata
N428,Otros trastornos especificados de la prostata
N429,Trastorno de la prostata, no especificado
N43,Hidrocele y espermatocele
N430,Hidrocele enquistado
N431,Hidrocele infectado
N432,Otras hidroceles
N433,Hidrocele, no especificado
N434,Espermatocele
N44,Torsion del testiculo
N45,Orquitis y epididimitis
N450,Orquitis, epididimitis y orquiepididimitis con absceso
N459,Orquitis, epididimitis y orquiepididimitis sin absceso
N46,Esterilidad en el varon
N47,Prepucio redundante, fimosis y parafimosis
N48,Otros trastornos del pene
N480,Leucoplasia del pene
N481,Balanopostitis
N482,Otros trastornos inflamatorios del pene
N483,Priapismo
N484,Impotencia de origen organico
N485,Ulcera del pene
N486,Induracion plastica del pene
N488,Otros trastornos especificados del pene
N489,Trastorno del pene, no especificado
N49,Trastornos inflamatorios de los organos genitales masculinos no clasificados en otra parte
N490,Trastornos inflamatorios de vesicula seminal
N491,Trastornos inflamatorios del cordon espermatico, tunica vaginal y conducto deferente
N492,Trastornos inflamatorios del escroto
N498,Otros trastornos inflamatorios de los organos genitales masculinos
N499,Trastorno inflamatorio de organo masculino, no especificado
N50,Otros trastornos de los organos genitales masculinos
N500,Atrofia del testiculo
N501,Trastornos vasculares de los organos genitales masculinos
N508,Otros trastornos especificados de los organos genitales masculinos
N509,Trastorno no especificado de los organos genitales masculinos
N51,Trastornos de los organos genitales masculinos en enfermedades clasificadas otra parte
N510,Trastornos de prostata en enfermedades clasificadas en otra parte
N511,Trastorno del testiculo y del epididimo en enfermedades clasificadas en otra parte
N512,Balanitis en enfermedades clasificadas en otra parte
N518,Otros trastornos de los organos genitales masculinos en enfermedades clasificadas en otra parte
N60,Displasia mamaria benigna
N600,Quiste solitario de la mama
N601,Mastopatia quistica difusa
N602,Fibroadenosis de la mama
N603,Fibroesclerosis de mama
N604,Ectasia de conducto mamario
N608,Otras displasias mamarias benignas
N609,Displasia mamaria benigna, sin otra especificacion
N61,Trastornos inflamatorios de la mama
N62,Hipertrofia de la mama
N63,Masa no especificada en la mama
N64,Otros trastornos de la mama
N640,Fisura y fistula del pezon
N641,Necrosis grasa de la mama
N642,Atrofia de la mama
N643,Galactorrea no asociada con el parto
N644,Mastodinia
N645,Otros signos y sintomas relativos a la mama
N648,Otros trastornos especificados de la mama
N649,Trastorno de la mama, no especificado
N70,Salpingitis y ooforitis
N700,Salpingitis y ooforitis aguda
N701,Salpingitis y ooforitis cronica
N709,Salpingitis y ooforitis, no especificadas
N71,Enfermedades inflamatorias del utero, excepto cuello
N710,Enfermedad inflamatoria aguda del utero
N711,Enfermedad inflamatoria cronica del utero
N719,Enfermedad inflamatoria del utero, no especificadas
N72,Enfermedades inflamatorias del cuello uterino
N73,Otras enfermedades pelvicas inflamatorias femeninas
N730,Parametritis y celulitis pelvica aguda
N731,Parametritis y celulitis pelvica cronica
N732,Parametritis y celulitis pelvica no especificada
N733,Peritonitis pelvica aguda, femenina
N734,Peritonitis pelvica cronica, femenina
N735,Peritonitis pelvica femenina, no especificada
N736,Adherencias peritoneales pelvicas femeninas
N738,Otras enfermedades inflamatorias pelvicas femeninas
N739,Enfermedad inflamatoria pelvica femenina, no especificada
N74,Trastornos inflamatorios de la pelvis femenina en enfermedades clasificadas otra parte
N740,Infeccion tuberculosa del cuello del utero (a18.1)
N741,Enfermedad inflamatoria pelvica femenina por tuberculosis (a18.1)
N742,Enfermedad inflamatoria pelvica femenina por sifilis (a51.4, a52.7)
N743,Enfermedad inflamatoria pelvica femenina por gonococos (a54.2)
N744,Enfermedad inflamatoria pelvica femenina por clamidias (a56.1)
N748,Trastornos inflamatorios pelvicos femeninos en otras enfermedades clasificadas en otra parte
N75,Enfermedades de la glandula de bartholin
N750,Quiste de la glandula de bartholin
N751,Absceso de la glandula de bartholin
N758,Otras enfermedades de la glandula de bartholin
N759,Enfermedad de la glandula de bartholin, no especificada
N76,Otras enfermedades inflamatorias de la vagina y de la vulva
N760,Vaginitis aguda
N761,Vaginitis subaguda y cronica
N762,Vulvitis aguda
N763,Vulvitis subaguda y cronica
N764,Absceso vulvar
N765,Ulceracion de la vagina
