codigo,descripcion,campo
F63,Trastornos de los habitos y de los impulsos
F630,Juego patologico
F631,Piromania
F632,Hurto patologico (cleptomania)
F633,Tricotilomania
F638,Otros trastornos de los habitos y de los impulsos
F639,Trastorno de los habitos y de los impulsos, no especificado
F64,Trastornos de la identidad de genero
F640,Transexualismo
F641,Transvestismo de rol dual
F642,Trastorno de la identidad de genero en la niñez
F648,Otros trastornos de la identidad de genero
F649,Trastorno de la identidad de genero, no especificado
F65,Trastornos de la preferencia sexual
F650,Fetichismo
F651,Transvestismo fetichista
F652,Exhibicionismo
F653,Voyeurismo
F654,Pedofilia
F655,Sadomasoquismo
F656,Trastornos multiples de la preferencia sexual
F658,Otros trastornos de la preferencia sexual
F659,Trastorno de la preferencia sexual, no especificado
F66,Trastornos psicologicos y del comportamiento asociados con el desarrollo y con la orientacion sexuales
F660,Trastorno de la maduracion sexual
F661,Orientacion sexual egodistonica
F662,Trastorno de la relacion sexual
F668,Otros trastornos del desarrollo psicosexual
F669,Trastorno del desarrollo psicosexual, no especificado
F68,Otros trastornos de la personalid y del comport en adultos
F680,Elaboracion de sintomas fisicos por causas psicologicas
F681,Produccion intencional o simulacion de sintomas o de incapacidades, tanto fisicas como psicologicas [trastorno facticio]
F688,Otros trastornos especificados de la personalidad y del comportamiento en adultos
F69,Trastornos de la personalid y del comport en adultos, no especificado
F70,Retraso mental leve
F700,Retraso mental leve: deterioro del comportamiento nulo o minimo
F701,Retraso mental leve: deterioro del comportamiento significativo, que requiere atencion o tratamiento
F708,Retraso mental leve: otros deterioros del comportamiento
F709,Retraso mental leve: deterioro del comportamiento de grado no especificado
F71,Retraso mental moderado
F710,Retraso mental moderado: deterioro del comportamiento nulo o minimo
F711,Retraso mental moderado: deterioro del comportamiento significativo, que requiere atencion o tratamiento
F718,Retraso mental moderado: otros deterioros del comportamiento
F719,Retraso mental moderado: deterioro del comportamiento de grado no especificado
F72,Retraso mental grave
F720,Retraso mental grave: deterioro del comportamiento nulo o minimo
F721,Retraso mental grave: deterioro del comportamiento significativo, que requiere atencion o tratamiento
F728,Retraso mental grave: otros deterioros del comportamiento
F729,Retraso mental grave: deterioro del comportamiento de grado no especificado
F73,Retraso mental profundo
F730,Retraso mental profundo: deterioro del comportamiento nulo o minimo
F731,Retraso mental profundo: deterioro del comportamiento significativo, que requiere atencion o tratamiento
F738,Retraso mental profundo: otros deterioros del comportamiento
F739,Retraso mental profundo: deterioro del comportamiento de grado no especificado
F78,Otros tipos de retraso mental
F780,Otros tipos de retraso mental profundo: deterioro del comportamiento nulo o minimo
F781,Otros tipos de retraso mental profundo: deterioro del comportamiento significativo, que requiere atencion o tratamiento
F788,Otros tipos de retraso mental profundo: otros deterioros del comportamiento
F789,Otros tipos de retraso mental profundo: deterioro del comportamiento de grado no especificado
F79,Retraso mental no especificado
F790,Retraso mental, no especificado: deterioro del comportamiento nulo o minimo
F791,Retraso mental, no especificado: deterioro del comportamiento significativo, que requiere atencion o tratamiento
F798,Retraso mental, no especificado: otros deterioros del comportamiento
F799,Retraso mental, no especificado: deterioro del comportamiento de grado no especificado
F80,Trastornos especificos del desarrollo del habla y del lenguaje
F800,Trastorno especifico de la pronunciacion
F801,Trastorno del lenguaje expresivo
F802,Trastorno de la recepcion del lenguaje
F803,Afasia adquirida con epilepsia [landau
F808,Otros trastornos del desarrollo del habla y del lenguaje
F809,Trastorno del desarrollo del habla y del lenguaje no especificado
F81,Trastornos especificos del desarrollo de las habilidades escolares
F810,Trastorno especifico de la lectura
F811,Trastorno especifico del deletreo (ortografia)
F812,Trastorno especifico de las habilidades aritmeticas
F813,Trastorno mixto de las habilidades escolares
F818,Otros trastornos del desarrollo de las habilidades escolares
F819,Trastorno del desarrollo de las habilidades escolares, no especificado
F82,Trastornos especificos del desarrollo de la funcion motriz
F83,Trastornos especificos mixtos desarrollo
F84,Trastornos generalizados del desarrollo
F840,Autismo en la niñez
F841,Autismo atipico
F842,Sindrome de rett
F843,Otro trastorno desintegrativo de la niñez
F844,Trastorno hiperactivo asociado con retraso mental y movimientos estereotipados
F845,Sindrome de asperger
F848,Otros trastornos generalizados del desarrollo
F849,Trastorno generalizado del desarrollo no especificado
F88,Otros trastornos del desarrollo psicologico
F89,Trastornos del desarrollo psicologico, no especificados
F90,Trastornos hipercineticos
F900,Perturbacion de la actividad y de la atencion
F901,Trastorno hipercinetico de la conducta
F908,Otros trastornos hipercineticos
F909,Trastorno hipercinetico, no especificado
F91,Trastornos de la conducta
F910,Trastorno de la conducta limitado al contexto familiar
F911,Trastorno de la conducta insociable
F912,Trastorno de la conducta sociable
F913,Trastorno opositor desafiante
F918,Otros trastornos de la conducta
F919,Trastorno de la conducta, no especificado
F92,Trastornos mixtos de la conducta y de las emociones
F920,Trastorno depresivo de la conducta
F928,Otros trastornos mixtos de la conducta y de las emociones
F929,Trastorno mixto de la conducta y de las emociones, no especificado
F93,Trastornos emocionales comienzo especifico en la ninez
F930,Trastorno de ansiedad de separacion en la niñez
F931,Trastorno de ansiedad fobica en la niñez
F932,Trastorno de ansiedad social en la niñez
F933,Trastorno de rivalidad entre hermanos
F938,Otros trastornos emocionales en la niñez
F939,Trastorno emocional en la niñez, no especificado
F94,Trastornos del comport social de comienzo especifico en la ninez y en la adolescencia
F940,Mutismo electivo
F941,Trastorno de vinculacion reactiva en la niñez
F942,Trastorno de vinculacion desinhibida en la niñez
F948,Otros trastornos del comportamiento social en la niñez
F949,Trastorno del comportamiento social en la niñez, no especificado
F95,Trastornos por tics
F950,Trastorno por tic transitorio
F951,Trastorno por tic motor o vocal cronico
