codigo,descripcion,campo
W695,Ahogamiento y sumersion mientras se esta en aguas naturales: comercio y areas de servicio
W696,Ahogamiento y sumersion mientras se esta en aguas naturales: area industrial y de la construccion
W697,Ahogamiento y sumersion mientras se esta en aguas naturales: granja
W698,Ahogamiento y sumersion mientras se esta en aguas naturales: otro lugar especificado
W699,Ahogamiento y sumersion mientras se esta en aguas naturales: lugar no especificado
W70,Ahogamiento y sumersion posterior a caida en aguas naturales
W700,Ahogamiento y sumersion posterior a caida en aguas naturales: vivienda
W701,Ahogamiento y sumersion posterior a caida en aguas naturales: institucion residencial
W702,Ahogamiento y sumersion posterior a caida en aguas naturales: escuelas, otras instituciones y areas administrativas publicas
W703,Ahogamiento y sumersion posterior a caida en aguas naturales: areas de deporte y atletismo
W704,Ahogamiento y sumersion posterior a caida en aguas naturales: calles y carreteras
W705,Ahogamiento y sumersion posterior a caida en aguas naturales: comercio y areas de servicio
W706,Ahogamiento y sumersion posterior a caida en aguas naturales: area industrial y de la construccion
W707,Ahogamiento y sumersion posterior a caida en aguas naturales: granja
W708,Ahogamiento y sumersion posterior a caida en aguas naturales: otro lugar especificado
W709,Ahogamiento y sumersion posterior a caida en aguas naturales: lugar no especificado
W73,Otros ahogamientos y sumersiones especificados
W730,Otros ahogamientos y sumersiones especificados: vivienda
W731,Otros ahogamientos y sumersiones especificados: institucion residencial
W732,Otros ahogamientos y sumersiones especificados: escuelas, otras instituciones y areas administrativas publicas
W733,Otros ahogamientos y sumersiones especificados: areas de deporte y atletismo
W734,Otros ahogamientos y sumersiones especificados: calles y carreteras
W735,Otros ahogamientos y sumersiones especificados: comercio y areas de servicio
W736,Otros ahogamientos y sumersiones especificados: area industrial y de la construccion
W737,Otros ahogamientos y sumersiones especificados: granja
W738,Otros ahogamientos y sumersiones especificados: otro lugar especificado
W739,Otros ahogamientos y sumersiones especificados: lugar no especificado
W74,Ahogamiento y sumersion no especificados
W740,Ahogamiento y sumersion no especificados: vivienda
W741,Ahogamiento y sumersion no especificados: institucion residencial
W742,Ahogamiento y sumersion no especificados: escuelas, otras instituciones y areas administrativas publicas
W743,Ahogamiento y sumersion no especificados: areas de deporte y atletismo
W744,Ahogamiento y sumersion no especificados: calles y carreteras
W745,Ahogamiento y sumersion no especificados: comercio y areas de servicio
W746,Ahogamiento y sumersion no especificados: area industrial y de la construccion
W747,Ahogamiento y sumersion no especificados: granja
W748,Ahogamiento y sumersion no especificados: otro lugar especificado
W749,Ahogamiento y sumersion no especificados: lugar no especificado
W75,Sofocacion y estrangulamiento accidental en la cama
W750,Sofocacion y estrangulamiento accidental en la cama: vivienda
W751,Sofocacion y estrangulamiento accidental en la cama: institucion residencial
W752,Sofocacion y estrangulamiento accidental en la cama: escuelas, otras instituciones y areas administrativas publicas
W753,Sofocacion y estrangulamiento accidental en la cama: areas de deporte y atletismo
W754,Sofocacion y estrangulamiento accidental en la cama: calles y carreteras
W755,Sofocacion y estrangulamiento accidental en la cama: comercio y areas de servicio
W756,Sofocacion y estrangulamiento accidental en la cama: area industrial y de la construccion
W757,Sofocacion y estrangulamiento accidental en la cama: granja
W758,Sofocacion y estrangulamiento accidental en la cama: otro lugar especificado
W759,Sofocacion y estrangulamiento accidental en la cama: lugar no especificado
W76,Otros estrangulamientos y ahorcamientos accidentales
W760,Otros estrangulamientos y ahorcamientos accidentales: vivienda
W761,Otros estrangulamientos y ahorcamientos accidentales: institucion residencial
W762,Otros estrangulamientos y ahorcamientos accidentales: escuelas, otras instituciones y areas administrativas publicas
W763,Otros estrangulamientos y ahorcamientos accidentales: areas de deporte y atletismo
W764,Otros estrangulamientos y ahorcamientos accidentales: calles y carreteras
W765,Otros estrangulamientos y ahorcamientos accidentales: comercio y areas de servicio
W766,Otros estrangulamientos y ahorcamientos accidentales: area industrial y de la construccion
W767,Otros estrangulamientos y ahorcamientos accidentales: granja
W768,Otros estrangulamientos y ahorcamientos accidentales: otro lugar especificado
W769,Otros estrangulamientos y ahorcamientos accidentales: lugar no especificado
W77,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias
W770,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: vivienda
W771,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: institucion residencial
W772,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: escuelas, otras instituciones y areas administrativas publicas
W773,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: areas de deporte y atletismo
W774,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: calles y carreteras
W775,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: comercio y areas de servicio
W776,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: area industrial y de la construccion
W777,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: granja
W778,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: otro lugar especificado
W779,Obstruccion de la respiracion debida a hundimiento, caida de tierra u otras sustancias: lugar no especificado
W78,Inhalacion de contenidos gastricos
W780,Inhalacion de contenidos gastricos: vivienda
W781,Inhalacion de contenidos gastricos: institucion residencial
W782,Inhalacion de contenidos gastricos: escuelas, otras instituciones y areas administrativas publicas
W783,Inhalacion de contenidos gastricos: areas de deporte y atletismo
W784,Inhalacion de contenidos gastricos: calles y carreteras
W785,Inhalacion de contenidos gastricos: comercio y areas de servicio
W786,Inhalacion de contenidos gastricos: area industrial y de la construccion
W787,Inhalacion de contenidos gastricos: granja
W788,Inhalacion de contenidos gastricos: otro lugar especificado
W789,Inhalacion de contenidos gastricos: lugar no especificado
W79,Inhalacionl e ingestion de alimento que causa obstruccion de las vias respiratorias
W790,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: vivienda
W791,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: institucion residencial
W792,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: escuelas, otras instituciones y areas administrativas publicas
W793,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: areas de deporte y atletismo
W794,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: calles y carreteras
W795,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: comercio y areas de servicio
W796,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: area industrial y de la construccion
W797,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: granja
W798,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: otro lugar especificado
W799,Inhalacion e ingestion de alimento que causa obstruccion de las vias respiratorias: lugar no especificado
W80,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias
W800,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: vivienda
W801,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: institucion residencial
W802,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: escuelas, otras instituciones y areas administrativas publicas
W803,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: areas de deporte y atletismo
W804,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: calles y carreteras
W805,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: comercio y areas de servicio
W806,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: area industrial y de la construccion
W807,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: granja
W808,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: otro lugar especificado
W809,Inhalacion e ingestion de otros objetos que causan obstruccion de las vias respiratorias: lugar no especificado
W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno
W810,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: vivienda
W811,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: institucion residencial
W812,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: escuelas, otras instituciones y areas administrativas publicas
W813,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: areas de deporte y atletismo
W814,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: calles y carreteras
W815,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: comercio y areas de servicio
W816,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: area industrial y de la construccion
W817,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: granja
W818,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: otro lugar especificado
W819,Confinado o atrapado en un ambiente con bajo contenido de oxigeno: lugar no especificado
W83,Otras obstrucciones especificadas de la respiracion
W830,Otras obstrucciones especificadas de la respiracion: vivienda
W831,Otras obstrucciones especificadas de la respiracion: institucion residencial
W832,Otras obstrucciones especificadas de la respiracion: escuelas, otras instituciones y areas administrativas publicas
W833,Otras obstrucciones especificadas de la respiracion: areas de deporte y atletismo
W834,Otras obstrucciones especificadas de la respiracion: calles y carreteras
W835,Otras obstrucciones especificadas de la respiracion: comercio y areas de servicio
W836,Otras obstrucciones especificadas de la respiracion: area industrial y de la construccion
W837,Otras obstrucciones especificadas de la respiracion: granja
